_id,episodeTitle,eventsNum,rssLifeExpectancy,fetchStatus,rssRegDate,day
577594da5adbab1f210fc5e8,Man at center of 'Serial' podcast granted a new trial,83,640,6,2016-07-01T00:53:24.950,7
577594da5adbab1f210fc5eb,First self-driving car death involving Tesla driver using autopilot,73,329,6,2016-07-01T00:53:29.186,7
5775993a5adbab1f210fc684,Al Gore's daughter among 23 arrested in pipeline protest,10,934,6,2016-07-01T01:12:09.240,7
57759b735adbab1f210fc68d,"The Latest: Trump opening acts raise eyebrows, pump crowds",12,292,6,2016-07-01T01:21:36.393,7
57759d9c5adbab1f210fc699,Champion Chanticleers: Coastal Carolina defeats Arizona 4-3,10,321,6,2016-07-01T01:30:52.147,7
57759fcf5adbab1f210fc6a6,Tesla Confirms Model S Evaluation By NHTSA Following Fatal Crash,0,0,6,2016-07-01T01:40:08.340,7
5775a2025adbab1f210fc6b6,The Latest: Video in Turkey shows man being shot at airport,11,564,6,2016-07-01T01:49:30.211,7
5775a6695adbab1f210fc8c0,Obama quickly signs Puerto Rico financial rescue bill,24,826,6,2016-07-01T02:08:24.201,7
5775acf05adbab1f210fcb45,Union has deal with 4th Atlantic City casino; Taj talks on,4,101,6,2016-07-01T02:36:15.084,7
5775b1555adbab1f210fcc12,Trump talks trade at shuttered NH factory,4,75,6,2016-07-01T02:55:01.992,7
5775b7d65adbab1f210fcc2f,Yahoo CEO paints bright picture with potential sale looming,17,218,6,2016-07-01T03:22:45.394,7
5775bc2d5adbab1f210fcca8,California attorney general subpoenas refiners on gas prices,10,430,6,2016-07-01T03:41:10.601,7
5775c2bd5adbab1f210fcee6,Portugal vs Poland Euro 2016 highlights: Ronaldo's team enter semifinals after penalty shootout drama,34,317,6,2016-07-01T04:09:17.063,7
5775c4e75adbab1f210fd007,California governor denies parole for ex-Mexican Mafia chief,4,86,6,2016-07-01T04:18:31.561,7
5775c9455adbab1f210fd0c6,Australia could soon elect 5th prime minister in 3 years,1,0,6,2016-07-01T04:37:06.739,7
5775cb755adbab1f210fd0d1,Nation-Now Apple Music's next beat: Buying rival Tidal?,29,527,6,2016-07-01T04:46:28.699,7
5775cda75adbab1f210fd165,Portugal vs Poland Euro 2016 highlights: Ronaldo's team enter semifinals after penalty shootout drama,18,423,6,2016-07-01T04:55:49.724,7
5775d2095adbab1f210fd17a,Ex-Navy SEAL becomes first motorist to die in self-driving car after Tesla autopilot crash - a month after filming himself in near miss,71,1018,6,2016-07-01T05:14:33.007,7
5775df225adbab1f210fd4ec,New Mexico high court: Doctors can't help patients end lives,13,143,6,2016-07-01T06:10:26.166,7
5775e3815adbab1f210fd6c1,AP sources: Obama to reveal civilian deaths from drones,5,71,6,2016-07-01T06:29:04.412,7
5775e5ac5adbab1f210fd6f7,Biden says Sanders will endorse Clinton,21,553,6,2016-07-01T06:38:08.816,7
5775e5ac5adbab1f210fd6fb,Trump floats idea of using NATO in fight against Islamic State,41,1062,6,2016-07-01T06:38:15.326,7
5775e5ac5adbab1f210fd6fd,China official manufacturing survey flat as slowdown weighs,5,64,6,2016-07-01T06:38:17.980,7
5775ec375adbab1f210fd7b8,Dickey still winless at home after Jays' 4-1 loss to Indians,7,101,6,2016-07-01T07:06:08.862,7
5775ee6a5adbab1f210fd7c1,Hindu Priest Hacked to Death in Bangladesh,25,366,6,2016-07-01T07:15:30.564,7
5775ee6a5adbab1f210fd7c3,Goodell's 2015 salary was a little over $31 million for 2015,3,79,6,2016-07-01T07:15:33.764,7
5775ee6a5adbab1f210fd7c4,The Latest: Rauner signs stopgap budget deal,13,427,6,2016-07-01T07:15:35.324,7
5775f09d5adbab1f210fd803,"AP sources: Gingrich, Christie being vetted for Trump VP",68,1297,6,2016-07-01T07:24:51.014,7
5775f09d5adbab1f210fd809,Asian shares rise as low interest rates fuel buying,8,409,6,2016-07-01T07:25:01.098,7
5775f2ce5adbab1f210fd878,Comeback cats! Tigers use 8-run 9th inning to beat Rays 10-7,8,87,6,2016-07-01T07:34:16.301,7
5775f9505adbab1f210fd963,Oracle ordered to pay HP $3 billion in Itanium case,20,614,6,2016-07-01T08:02:06.997,7
5775fb7c5adbab1f210fd9b7,APNewsBreak: Union to strike against Trump Taj Mahal casino,63,1091,6,2016-07-01T08:11:24.453,7
5775fdac5adbab1f210fda58,Federal judge blocks new Florida abortion law,17,482,6,2016-07-01T08:20:44.588,7
5775ffdd5adbab1f210fdaea,Uncertainties loom as Vermont GMO law takes effect,0,0,6,2016-07-01T08:30:02.907,7
5775ffdd5adbab1f210fdaeb,2 lost WWI Purple Heart medals to be returned in New York,3,41,6,2016-07-01T08:30:04.332,7
57760ceb5adbab1f210fdc6d,US energy secretary sees oil market coming into balance,7,167,6,2016-07-01T09:25:43.431,7
57760f1d5adbab1f210fdc9f,"Boy, 8, nearly drowns on Royal Caribbean cruise leaving N.J.",26,814,6,2016-07-01T09:35:05.937,7
577613645adbab1f210fdd8f,Mississippi law impeding same-sex marriage blocked at last minute,74,1491,6,2016-07-01T09:53:23.165,7
577619ef5adbab1f210fde3e,Musician Paul Simon Doesn't Let on If He's the Retiring Type,10,193,6,2016-07-01T10:21:19.071,7
57761c215adbab1f210fdeee,Vietnam finds Taiwanese company responsible for fish deaths,7,142,6,2016-07-01T10:30:36.507,7
57761e4c5adbab1f210fdfeb,Investigators: US lab worker in Colorado faked test results,2,59,6,2016-07-01T10:39:56.581,7
57762b595adbab1f210fe178,"Too much Brussels in EU, new presidency says after UK exit",6,405,6,2016-07-01T11:35:36.324,7
57762b595adbab1f210fe179,"Mastermind of Earlier Suicide Attack Killed, Says Turkish Official",23,304,6,2016-07-01T11:35:37.701,7
577631e15adbab1f210fe1d1,Xi urges Chinese Communist Party to embrace Marxist roots,22,407,6,2016-07-01T12:03:29.113,7
5776340d5adbab1f210fe21e,Tesla crash could hurt sentiment on driverless cars,0,0,6,2016-07-01T12:12:34.911,7
5776340d5adbab1f210fe225,"Tesla confirms first death with autopilot active, investigation begins",0,0,6,2016-07-01T12:12:45.398,7
577638625adbab1f210fe239,IAAF OKs Russian whistleblower's bid to compete at Olympics,28,670,6,2016-07-01T12:31:12.118,7
57763a925adbab1f210fe2aa,Myanmar decries demotion on US human trafficking blacklist,9,406,6,2016-07-01T12:40:34.701,7
57763cc45adbab1f210fe2f4,Studies testing kelp as local fix for acidifying seawater,0,0,6,2016-07-01T12:49:56.941,7
5776434b5adbab1f210fe457,Taiwan Navy fires missile in error as China's Communists mark birthday,42,556,6,2016-07-01T13:17:41.356,7
577647a15adbab1f210fe5f2,new Army Corps to reduce lake flows fueling Florida algae bloom,21,770,6,2016-07-01T13:36:10.644,7
577654aa5adbab1f210fe679,Justice Secretary Gove to spell out post-Brexit plans,35,358,6,2016-07-01T14:31:54.723,7
57765f8e5adbab1f210fe797,Austria court overturns presidential ...,0,0,6,2016-07-01T15:18:22.133,7
577661b85adbab1f210fe88a,"After 16 years, man in ‚??Serial‚?? murder case to get new trial",27,872,6,2016-07-01T15:27:36.257,7
577663e45adbab1f210fe908,Official: AG will accept prosecutor call on Clinton case,106,461,6,2016-07-01T15:36:50.913,7
5776660e5adbab1f210fe917,The Latest: Turkish president: IS militants belong 'in hell',17,603,6,2016-07-01T15:46:06.471,7
5776683f5adbab1f210fe9b2,The Latest: German minister wants quick timetable from UK,13,426,6,2016-07-01T15:55:20.416,7
57766ec35adbab1f210fea39,Husband surprises wife with 500 roses after chemo treatment,7,144,6,2016-07-01T16:23:15.675,7
577670f15adbab1f210fea42,Thousands protest in Hong Kong as China tensions simmer over booksellers,32,1095,6,2016-07-01T16:32:31.889,7
577670f15adbab1f210fea43,"Federer, Serena highlight Centre Court play on Day 5",31,404,6,2016-07-01T16:32:33.932,7
5776731e5adbab1f210fea4d,Rome's Colosseum sparkles after magnate-funded restoration,9,378,6,2016-07-01T16:41:50.838,7
577675505adbab1f210fea52,"Austrian Presidential Election Must Be Re-run, Court Rules",49,485,6,2016-07-01T16:51:04.717,7
577677825adbab1f210fea9e,"Fiat Chrysler, Nissan report higher June U.S. sales",45,856,6,2016-07-01T17:00:28.525,7
577679ae5adbab1f210feb25,"6 killed in extremist attack on 2 buses, says Kenyan official",17,594,6,2016-07-01T17:09:50.300,7
5776803d5adbab1f210feb75,The Latest: German minister wants quick timetable from UK,11,324,6,2016-07-01T17:37:46.114,7
5776803d5adbab1f210feb77,"Austrian court overturns presidential elections, calls rerun",5,130,6,2016-07-01T17:37:48.551,7
5776890d5adbab1f210feddd,US Construction Spending Fell Again in May,15,75,6,2016-07-01T18:15:24.255,7
57768d705adbab1f210feea2,Spain: Woman arrested for death threats to physicist Hawking,9,337,6,2016-07-01T18:34:06.951,7
577691d15adbab1f210ff010,The Latest: Family hopes fatal Tesla crash spurs innovation,24,409,6,2016-07-01T18:52:44.862,7
577691d15adbab1f210ff013,Survey: US manufacturing accelerates in June,6,75,6,2016-07-01T18:52:49.765,7
5776962a5adbab1f210ff039,"Palestinian kills Israeli, wounds family in West Bank attack",49,884,6,2016-07-01T19:11:20.527,7
5776985e5adbab1f210ff042,Ryan Giggs to leave Manchester United after 29 years as Jose Mourinho comes in,33,464,6,2016-07-01T19:20:43.248,7
57769cbc5adbab1f210ff060,Charleston church shooting victims sue FBI over gun buy,14,434,6,2016-07-01T19:39:24.089,7
57769ee75adbab1f210ff09c,Traffic deaths surged in 2015 as driving hit new record,17,277,6,2016-07-01T19:48:35.352,7
5776a1145adbab1f210ff0e4,The Latest: Lynch won't overrule findings in Clinton case,0,0,6,2016-07-01T19:57:51.460,7
5776a1145adbab1f210ff0e5,Uncertainty looms as Vermont becomes 1st state to label GMOs,8,293,6,2016-07-01T19:57:53.032,7
5776a56d5adbab1f210ff116,Woman Added This Week to FBI's 'Most Wanted' List Arrested,18,397,6,2016-07-01T20:16:27.916,7
5776ae1e5adbab1f210ff27b,Official: AG Will Accept Prosecutors' Call on Clinton Case,0,0,6,2016-07-01T20:53:29.351,7
5776b2815adbab1f210ff321,Apple And Spotify Battle Over App,58,1183,6,2016-07-01T21:12:15.838,7
5776b4b65adbab1f210ff375,"Israel settlements, Palestinian incitement must stop: quartet",32,883,6,2016-07-01T21:21:42.720,7
5776b6eb5adbab1f210ff4b5,US stock indexes edge higher in early trading,13,294,6,2016-07-01T21:31:07.907,7
5776b9205adbab1f210ff4d4,"Lynch to accept recommendation of FBI, career prosecutors in Clinton email probe (w/video)",8,120,6,2016-07-01T21:40:26.026,7
5776b9205adbab1f210ff4d6,Attackers take hostages at Bangladesh restaurant,101,502,6,2016-07-01T21:40:28.625,7
5776bb565adbab1f210ff54a,The Latest: Clinton starts July with $44 million in the bank,40,586,6,2016-07-01T21:49:51.254,7
